β,ratio,E,v,ΔE
2.4154589371980674e20,0.8203445447087777,"Any[1.9057623510698783e-19, 1.887229579035156e-19, 1.8886929499322754e-19, 1.9884475170305196e-19, 2.045862330467039e-19, 1.9846491770674877e-19, 1.9832922027196484e-19, 2.172744418782251e-19, 2.23710008659512e-19, 1.7901100985404692e-19, 2.0449582008007794e-19, 1.7707544004473437e-19, 1.8564557712529333e-19, 1.9228090724108163e-19, 1.9186078753240004e-19, 2.022751984811521e-19, 2.0174496933812412e-19, 2.181050139022526e-19, 2.0818700399368695e-19, 1.915272782358269e-19, 1.7959614161869265e-19, 1.8329419654201572e-19, 2.0201810667282532e-19, 1.8982701913761096e-19, 1.8682209944852148e-19, 1.7797149346065178e-19, 2.046672682714634e-19, 2.236935281888332e-19, 1.7968703082371673e-19, 1.8566057966234188e-19, 2.1827323893856353e-19, 1.752224017171879e-19, 1.917195815593021e-19, 1.6813136158100558e-19, 2.2138294083062557e-19, 2.0860706889177617e-19, 1.7220245169319277e-19, 1.910309324179931e-19, 1.783590849041718e-19, 1.7822407595916834e-19, 1.7984070581983033e-19, 1.8100825960334475e-19, 1.7843369782281608e-19, 1.7973037591499672e-19, 2.1153859715593674e-19, 2.0375683661064617e-19, 1.9560291355699378e-19, 1.9207024802524282e-19, 2.1141827254712616e-19, 1.8421722013945029e-19, 1.944121765971903e-19, 1.939507280819816e-19, 2.226272607252889e-19, 2.079713230726621e-19, 1.8650633890683548e-19, 1.8517570659568082e-19, 2.0982913783202035e-19, 2.0480864444813176e-19, 1.8699721240153583e-19, 1.8812823284480766e-19, 1.8856224570627626e-19, 2.070227050574353e-19, 1.8768626965122165e-19, 1.9360125654082986e-19, 1.9436746921650378e-19, 1.7554988636086925e-19, 1.9891482295683894e-19, 2.065445380451578e-19, 1.8490788579548554e-19, 1.8121859193697437e-19, 1.8025046710935878e-19, 1.8906725247297616e-19, 2.0532900312743942e-19, 1.851453196183956e-19, 1.7182645602407306e-19, 1.7102047785334834e-19, 1.909221059120937e-19, 2.0050482863948933e-19, 2.0278474782000951e-19, 2.0000306767977534e-19, 1.8730050338442252e-19, 2.0925154576495143e-19, 2.1478467353647078e-19, 2.08929189599293e-19, 1.8156948446785284e-19, 2.0904334765313975e-19, 1.9800698599224506e-19, 2.0633628797979792e-19, 1.954596206215133e-19, 2.085295938041972e-19, 2.0490902954077151e-19, 1.8762997723043505e-19, 1.8520661014101322e-19, 1.8962406374250543e-19, 2.0200633898911885e-19, 2.1111477850104215e-19, 1.8841101452880893e-19, 1.7330970356586877e-19, 2.029176570093111e-19, 1.880455197487413e-19]",[68.79858771037152 -1006.247694656107; 924.0865418753292 -1510.3680225091423; 440.12825175875787 -1910.8214853704949; -1193.2542019137147 -1458.7771812119904; 1621.234481517451 -365.4586964561154; 706.1459801286082 1548.9935058888477; 920.4784378027393 1014.4890738323352; -1684.9526383449565 193.5892207830566; -1634.1935069252881 303.97608638825614; -820.8161125964693 818.6811386539871; -1473.6262266775948 -792.8849431133585; 1865.740095370973 641.9416484949975; 18.501427629870705 891.6033666373437; 1441.8572660440213 79.87156571960895; 329.1311601467114 -1095.3890399106285; 1561.1760576293514 1004.2834255308253; 334.8823331069061 -1984.0765792666568; 690.4920159085336 639.0186911414658; 984.6208318282279 715.8564754537597; 1706.3531927763092 -1744.71761295586; 631.2137884735002 1085.1781338926448; -737.4388639874851 475.93898366293297; 76.45931455280606 176.87584673462834; -888.450361684665 728.0578746247415; -1631.831643331727 19.944127339702618; 647.8642525044784 510.33608115567404; -1155.6673747165996 759.5921215426474; -99.881376014117 -819.0950873604995; -778.9754091985137 -556.859647693431; -1438.6394295123175 -1260.7169383828655; 1446.3445064625348 1412.5930622808578; 1232.9266118848727 -852.9524269137391; -1424.3937924952945 -1073.70672004414; 1457.2698859025 -392.73388676848026; -919.7708328572273 -1514.2317479632225; -782.6048533854505 1351.6601439712595; 1376.7048877820444 113.5056297279325; 1705.4480308299899 1895.1039216983954; 825.2336744698414 540.6334964705215; -497.84894103478155 100.84146609099753; 576.6724159966097 1804.3791139113687; -1608.7141083334232 -859.1306119466208; 391.94908599323026 1210.796057474899; -333.1288642403024 -1633.6879046992187; -302.62182318741543 -1670.329386432893; 774.3697863222501 1988.3807886021; 313.4911994283898 1139.0169455860296; 1042.819786974725 -925.1884499478881; 630.3291915972504 -1207.7209587328107; 1357.0828621434475 -25.934732992541285; -1077.9649168517417 -741.8330897902536; -230.2721531244133 -1643.4010440460938; -417.93736829846216 1507.2817304834584; 928.1850594218831 177.85051808693288; 588.6539308686051 1174.7637066854722; -499.89184851478444 -1639.7139844227988; -82.15451373687938 1899.6260010036958; -1330.4537451905553 -206.25899285108085; 1899.4167355722202 522.0665971505409; -381.56584842598295 1219.9932650205901; -1141.866524451832 173.34321306420316; -272.2597326143966 1553.7167267914947; 596.5635453334589 -794.7134172778801; -899.3713899794029 -278.7238871061054; -365.78862096999615 -878.2068152362083; -761.2807695083891 1650.823920585177; -959.0534132101961 -1134.5480980058524; 846.2816701582001 1528.0689310061925; 574.3052194353254 -1926.601337377925; -626.7788482426799 -1990.876673222537; 72.88781369545768 -1569.8305634481865; -1056.450263656437 756.6278465644964; -370.5665471389841 -315.83617115940183; -1668.7726109258792 61.35401271037017; -548.4659110472462 1186.7283232845512; 781.046452757199 -4.511966850207045; 56.337392579659536 530.2450579017941; -476.82210933596093 -942.924222151059; 1229.4835113664844 330.8774818279194; 120.41153086036002 224.34728022297213; -566.0257292964341 -919.3664621376693; 1772.609512219231 92.32049821119062; 597.0423067846946 891.8269190291257; -1256.8240549088446 -618.5786159142924; -119.4251027660273 821.6497195853735; 1789.725466285553 -144.5500745202835; 117.82847409967599 228.49025030093708; 261.6609837037395 924.726176417731; 494.7270319727536 754.1066055399624; 270.56581870068476 1707.7181690192483; -1802.9610045980924 876.8817141727868; 13.281880836902246 1356.7085246709094; -895.4807792445845 -438.39348391857106; 537.5952152568643 868.5642177861664; 347.1956869851747 -1566.5717599335621; -1933.9023577784294 -1046.615830026888; 478.88851667857944 -1816.0147832803123; 1918.5589836441463 -1447.7356717030111; -1613.6752741165767 571.831659464307; -1460.447080521655 209.0800471763082],"Any[1.0006501259895943e-21, -2.0538772133115592e-21, 4.260428782461268e-22, 2.1723931446302274e-21, -1.4656554677281468e-21, 1.2058956968610892e-22, -7.051237344547511e-22, 7.247280830195014e-22, -4.544350402793275e-22, -1.213377328510028e-22, -6.962569923270212e-23, 7.3726495800869815e-22, 2.1004327919859384e-21, -1.0176713093075275e-21, -3.801416662931755e-22, -1.8552672468239396e-21, 2.0623462574728812e-22, 1.6710051353897234e-21, 6.607647082359586e-22, -1.908812661700113e-21, -1.220066922616229e-22, -7.269518022764033e-22, 6.876911123213323e-22, 2.1367017219101204e-21, -2.2844253847695212e-21, 3.160396234393901e-22, 8.540060928260641e-22, 2.022881833555809e-21, -1.2359156861555494e-21, 2.0473024194919156e-21, -2.8565058074737128e-21, -7.044605220437369e-22, 2.665173658223037e-22, -1.2232673977172787e-21, 1.6653637352850228e-21, -4.644858671850239e-22, 1.1692428283843621e-21, -4.492997125244398e-22, -1.083677790212485e-21, -9.298827684835153e-22, 9.648151794527539e-22, -5.520997003612764e-22, 3.3078056452930747e-21, -2.3777000045181335e-21, 1.2334609680485378e-21, -6.189153276460232e-22, -1.1969215240570714e-21, -5.761292811832322e-22, 9.609429029648301e-22, 9.859122901051311e-23, 4.86172744622854e-22, 9.664696928846572e-22, -2.6983262066627125e-21, 1.990137494088699e-21, 4.648977966988593e-22, -1.2402747045256511e-21, -4.277526203613927e-23, 9.955358897223197e-22, -1.4814506753358244e-21, -2.8289388278935255e-22, 2.2851185132722443e-21, 7.342659497169912e-22, -1.999430106887419e-21, 2.561692640144076e-21, -2.6342422554949736e-21, 4.03443059690204e-21, -2.6537031790076632e-21, -1.7775043600509005e-21, 2.8945800006692382e-21, -3.748802169524311e-21, 1.7837418410796025e-21, -1.5709847367963546e-21, 2.7485221238582666e-21, -1.2900468513331528e-21, -1.095448859500884e-21, -4.1673272181992215e-22, 2.8431695947186e-21, -4.608569679443819e-22, 1.5502403804936953e-22, -2.4801999356184578e-23, -1.316168722868301e-21, -1.4194010569240483e-21, 2.4772165822159722e-21, -9.532463281339947e-23, -1.8943664182412662e-21, 3.6283834551930034e-21, -2.711421293313235e-21, 9.820828261816526e-22, 7.263643743331008e-22, 7.075137235603868e-22, -1.3628939277929208e-21, -1.8278197483608817e-21, 7.065364062026006e-23, -3.667203539327167e-22, 2.7919624497524312e-21, -2.852972212691359e-21, 1.6368933560952938e-21, -6.266380062208168e-22, -5.990998911247073e-22, 1.0566492081222554e-21]"
2.3375409069658718e20,0.825695648583932,"Any[1.892405078296698e-19, 1.7868181686565012e-19, 2.1242864647712187e-19, 2.0687913661894709e-19, 2.0964365520041502e-19, 2.0155094841670513e-19, 1.9209229421192502e-19, 1.8278980622342757e-19, 1.9357932190563363e-19, 1.919791807769887e-19, 1.9148472733829998e-19, 1.7639726996493283e-19, 1.959583708317832e-19, 2.1103359116728716e-19, 1.8235735197632228e-19, 2.0101125580307871e-19, 2.135373945921233e-19, 1.853623051112624e-19, 2.0796585297093613e-19, 1.9044435878523051e-19, 1.9666548384708128e-19, 1.9743879171785213e-19, 1.954601355839407e-19, 1.9863600772423131e-19, 1.7955699325791622e-19, 1.769008198844985e-19, 1.8127318788591126e-19, 2.0234128389809093e-19, 2.1537437512147302e-19, 1.9371009036191029e-19, 2.295685938905573e-19, 1.8795637456691006e-19, 1.877848855882899e-19, 1.9542936266604703e-19, 1.939579555371684e-19, 2.1814173793522824e-19, 2.1130299462421098e-19, 2.102413181395931e-19, 2.2168716029284363e-19, 1.8063010754254623e-19, 1.9287315856419095e-19, 1.9298059869865662e-19, 1.930548137902685e-19, 2.1488045182375852e-19, 2.1188782303628296e-19, 1.9720292724910769e-19, 2.1252875721399576e-19, 1.8534768360604132e-19, 2.0526318290720897e-19, 1.8754067472459756e-19, 1.833649210456406e-19, 2.0117968340964807e-19, 1.8019207913724752e-19, 2.042649036145943e-19, 2.1317521906006828e-19, 1.9662434142496324e-19, 1.8939670612958286e-19, 1.9909087220222766e-19, 1.8313323340077928e-19, 1.9632280611697055e-19, 1.951593845087724e-19, 2.077884563720698e-19, 1.8549044189944565e-19, 1.9775474158859812e-19, 1.748400397467845e-19, 1.8897824620099366e-19, 2.2304782745715675e-19, 1.8361938515786086e-19, 1.901045177726378e-19, 1.9388884823873236e-19, 1.947019142633334e-19, 1.86235434259402e-19, 1.7331258830280217e-19, 1.8496315464326967e-19, 1.8849508061761862e-19, 2.097205735802035e-19, 2.081056903029138e-19, 2.0031345865526035e-19, 1.906828279670109e-19, 1.9446866286075913e-19, 2.1432778118511617e-19, 1.9822816893624006e-19, 1.8341003267655298e-19, 2.045838452353086e-19, 2.072821766900343e-19, 2.1795937718387293e-19, 2.018035503958501e-19, 2.1789179097609055e-19, 1.9286915391605687e-19, 2.0645648324180237e-19, 2.12877003367908e-19, 2.248207073759376e-19, 1.8202876226216648e-19, 1.8983359434877192e-19, 1.9205591573774282e-19, 1.9682151046890122e-19, 1.8000941584282891e-19, 1.962605900580278e-19, 1.8373555501410748e-19, 1.9776778059041483e-19]",[675.8234860854709 -1245.6142901826074; -1069.0716988236936 -1897.203992459346; 281.69057452391417 -222.3946548025997; -922.9726058816875 577.739030949434; -1929.906696593516 888.1539428916312; -1863.945518191513 -911.4382263434991; -1427.4653342266022 -818.4133501252622; -1959.3956688532144 1662.4173876219288; 1057.5146939319898 -26.782246708103685; 654.2766110313873 1351.3390632367486; 949.8596208827548 -1321.6958565028865; 727.9280160226513 1175.093672526636; -567.0053825970856 -835.8764342982811; -672.4382990853196 408.41152840726454; 1483.3486407955488 -1122.2848226593114; -1422.3205904503284 1709.0748608329282; -1307.855086673505 1538.465199598008; -1666.771016869067 332.7268014698511; 1796.4475243587863 1567.8640406567288; 823.0558071024561 1223.2957444929784; -1339.8972182261696 -1018.4234330341372; 797.6185494320753 554.5615907694714; 188.30675421574006 -1018.26484511666; -516.3347014964338 1100.5640647593173; 1750.9099162070315 239.49681596606297; 1036.2670326507491 -1261.398688236608; -826.0554701484489 753.81998924464; -1675.930470598969 1104.0988704217812; -896.8767331243478 -524.3700275751823; 1447.176823165778 1171.2360558812316; -1011.5727058242401 1171.208513763398; -134.22978624901702 1384.9750509764817; 222.83260120300974 -524.3515877061138; 1585.7393996094538 284.5340339276163; 48.959376144009184 -1312.741216043321; 1121.6597238538889 558.5673877855138; 717.3120028476183 1209.7128371686417; -253.76114926360538 -1028.7268906072713; 977.616968522685 987.0148758036789; -1761.202736771518 -878.5011933590936; 628.1695959012991 1063.8374114297917; 1359.2486771434392 97.58770562840982; 1180.9556239735666 1180.5485141983286; 1034.5311521812228 -1185.7628583095884; 500.85095581396035 -1944.3469750927047; -1099.6681160053995 1089.0187003383553; -1295.0952223213162 -149.96476094801687; 1919.7273547803047 225.9357456982466; 1703.1260464907318 717.5070552186598; 195.29352348623252 -1301.8109474818366; -1866.8510526002428 156.54173510688452; 1463.8263482071184 -1080.2818580190099; -1670.8330945185285 117.84602466203705; 509.23693708703513 -249.9791212275668; 146.71962303787905 664.2783184203804; 479.82657530946153 202.54203064959256; -508.1167973152358 788.1555658167272; -179.34502586737767 -1684.6858139267185; -431.60714518191503 -213.84607748141661; -111.20611491911654 -1105.5787807872512; 1993.2852645374933 165.37414348020138; 154.94180813809362 -1821.9344265806963; 1412.295697859437 537.3964301557785; 338.0657456849676 -1690.9234986543383; -202.05565019421988 1692.11872032164; -792.7880569392719 1356.9671723480392; -287.57936877655743 -1046.2935572167376; 346.7728095949392 -1650.0612345861355; -987.8303916278433 -343.3412237269358; -690.5844304480579 903.2562958707044; 1418.146670111692 1197.5482169824782; -1006.1343352835821 -178.5971032045502; -1171.981091671752 -168.71129253511526; 136.2624815211243 1238.5210270370121; -181.36287416926143 876.0945374265307; -1478.5189795056226 73.2550586436987; 292.4710419240628 1095.358183853819; 225.42945633626096 -258.40771494597584; -1502.394888540207 -1627.6995641243789; -1682.0935180233985 -272.9996076604864; 720.9005290239807 -1368.1780438363157; -1385.1342480687738 -1796.4388798464586; 1032.8757300955522 1938.2449669820908; 280.93199742481465 -936.9862967757174; 90.49891840384907 -111.07400393704165; 1866.5231133482948 -1296.117518775373; 1450.3682472280084 283.7288656828491; -1591.1327176078557 285.1912975237028; 1036.6332801779295 1550.2548517370992; -1500.03349622181 -672.3534464764177; 175.37059289675517 -1063.5826874433772; 395.13293242618875 1578.410572645147; 1538.9023572375195 1187.9632319291745; 425.1983846649182 1040.9062241822567; 974.6729229288662 474.8911040326375; -141.8083829396303 251.52105691163615; 395.46153412093963 -1345.7489591798799; -635.2821564474907 -1932.0643250882083; -1880.4968150880882 152.20111353529455; 541.0061812656872 1152.3691109337988],"Any[2.0368797871833122e-22, -4.949600008051305e-22, 1.5219123752957451e-21, 2.68470184325202e-21, -1.8824277378444866e-22, -4.117128888178387e-21, 1.2690818375961315e-21, -1.6349179581338858e-21, 2.5563603763363953e-21, 7.90940646998367e-22, -1.3125501247071633e-21, 3.593872579010851e-22, 2.1940734753248384e-22, -1.6988305279351275e-21, 3.305871418724347e-23, -7.065747237771337e-22, 2.9955816719395535e-21, -2.013091522996294e-21, 7.83858610869923e-22, -4.924728296065072e-22, 8.14914929049625e-23, -6.86178496966537e-22, -6.836295285447643e-22, 3.4404457431235636e-22, 7.672628342267823e-23, 6.656792982788613e-23, -4.784290036760785e-22, 2.58731645955719e-21, 1.033511811730613e-21, -2.1431443022382297e-21, -1.666249440911944e-21, 4.452325393684429e-22, 7.741738255369943e-22, 2.454161347918317e-21, -1.651940400774654e-21, -3.026357162133953e-22, 2.3810090876246796e-21, -4.207525692244824e-21, 5.312856897055165e-21, -3.1073287810060127e-21, 2.6330706383789374e-21, -3.1046965922606004e-21, 3.4910199870575574e-22, 8.922279796715086e-22, -2.8126249407874486e-21, 2.9384061746228858e-21, 1.3404264039932427e-21, -3.567328489615456e-21, 1.5035881888588254e-21, -4.2137854077600682e-22, 1.6101137659787222e-22, -8.805010542461474e-22, 8.741030939406769e-23, 9.798208417594177e-22, 6.025571192996273e-22, -3.4387782042764217e-22, -2.4009696535611957e-21, 2.537048756968961e-21, -2.5278747076569833e-21, 7.711805060309884e-22, -8.807558172185448e-22, 3.807684092514052e-21, -5.60701679416525e-22, 1.4566957399014519e-21, -4.692192621036116e-21, 8.602336906109632e-22, 2.5213889632752083e-21, -2.0348888730637722e-21, 1.2168884688153359e-21, 1.0473607536736524e-21, -1.6940342407074067e-21, -6.257741732288477e-22, 3.6042372584183927e-23, -1.4041920095549262e-21, 3.1385018883140902e-21, -1.3086137636763934e-21, 1.2892378853980974e-21, -2.2744118424814323e-21, 1.8660492785507036e-22, 2.2879763969849665e-21, -2.8980399924426226e-21, 4.10195195952494e-21, -7.173184305933049e-22, 1.6700558156146468e-22, -1.029553875431893e-21, -2.91125801870085e-21, 5.04333622583544e-21, -3.870692280572096e-21, 2.8887736432340757e-21, -2.7977735174996996e-21, 6.330434726249729e-22, -2.2315379915064386e-22, -6.478252687579242e-23, 8.521769667886123e-22, -1.9568858018586114e-21, 4.768103529963827e-22, 1.1589209159040203e-22, 2.6366237337581866e-21, -9.963067297792679e-22, -1.4166495698423936e-21]"
2.264492753623188e20,0.8258320257659592,"Any[1.868174402004081e-19, 1.8747879968873359e-19, 1.8335472990421363e-19, 1.6754752097610599e-19, 1.9325662605816762e-19, 1.733445426238082e-19, 2.083720940965319e-19, 1.9783606159298557e-19, 1.9250952745430038e-19, 1.9189937898659235e-19, 1.9023613345072451e-19, 1.903810682763978e-19, 1.6195446589102892e-19, 2.0213766732765182e-19, 2.207214706185426e-19, 1.9254363948570879e-19, 1.9371907036858418e-19, 1.6647787825966123e-19, 2.1831617606506157e-19, 1.9184119647407892e-19, 1.844128591960294e-19, 2.0306927635234867e-19, 2.0799055542879994e-19, 1.7997340940544238e-19, 1.7847157546418015e-19, 1.8276455524297104e-19, 2.0601457596189584e-19, 1.9900343770183776e-19, 1.9266301335296558e-19, 1.909350356854721e-19, 1.827649460972075e-19, 1.871007368558661e-19, 1.7792037803076706e-19, 1.896474683582524e-19, 1.888305785676763e-19, 2.1623699316801114e-19, 2.0277008459379276e-19, 1.9204881912400332e-19, 1.9488186426243667e-19, 1.9756076938730066e-19, 1.9521251938329504e-19, 1.7720521519286877e-19, 1.7320592566629711e-19, 1.733452892592138e-19, 2.174233010253415e-19, 2.3771234093959235e-19, 2.1086752144520937e-19, 2.100864018827169e-19, 2.0070358109678856e-19, 1.6929426748325952e-19, 1.9401132534317674e-19, 1.7513135702910058e-19, 2.1145894244662516e-19, 2.1165959625164855e-19, 2.0361571864426503e-19, 1.8926476099619945e-19, 2.056160024407702e-19, 2.055168902494904e-19, 1.9046669095456395e-19, 2.0727864360638038e-19, 1.8080062257079027e-19, 2.1708866436341494e-19, 2.0205369055402234e-19, 2.0271405813306785e-19, 2.0602867922785426e-19, 1.9151619038759614e-19, 2.0790372689761344e-19, 2.0934616967127294e-19, 2.0215719816535524e-19, 1.8798943489744622e-19, 2.1573113096570814e-19, 1.9326058981215783e-19, 1.9366498686421958e-19, 2.015942231933671e-19, 1.8010177521070916e-19, 1.9010936563025455e-19, 2.083028852365512e-19, 1.9102001932037886e-19, 2.088528858541338e-19, 1.891099769888977e-19, 2.2169909460594625e-19, 1.8315411402884784e-19, 1.8166045314536147e-19, 1.9433642009760582e-19, 1.9089018588876998e-19, 1.99949981739677e-19, 1.9054629850631553e-19, 1.8814937290258148e-19, 1.9141303462263634e-19, 1.9291837349129462e-19, 1.7312389292132102e-19, 2.0522878974815123e-19, 2.2708092351115725e-19, 1.924424805878949e-19, 2.0491253003006418e-19, 1.9955907573041256e-19, 1.877982432310578e-19, 2.2198914606736697e-19, 2.0022689494125653e-19, 1.7940367061880613e-19]",[-1776.0189466279223 -627.7028743006024; 567.1518494179672 -612.8370423240624; 995.9257380123681 1977.483675833496; -73.18703954631678 1858.524553216641; 568.1928741282832 -1826.8365399754875; -396.90149272646954 844.6579682349029; -320.2603015105003 886.1867795450416; 1129.5534448541694 1493.0572579365858; -1471.0671124180678 69.20872995327363; 444.76024122610715 -621.3402043783667; -926.7485744354556 1772.4310849644116; -1209.8886800007751 -1432.1165947087034; 314.8708120126771 -1818.6719725510652; -943.1802919003189 1433.6553527468036; -1028.108016437081 -657.911764232209; -940.027061735663 -1991.1807666088398; 277.59304619342174 -558.6709706938971; -281.18317083609645 -628.778064887407; -1348.6143368634534 -54.44940643295536; -884.0265458219662 -695.3192206062963; -400.73289953138715 -379.0257602136396; 1544.7990104911896 -605.6701161331107; -1801.7103056643134 -1509.4269777813731; -1837.857588791457 306.5614657758483; 1316.7998570462096 1664.12792696439; 464.7578454275663 -234.48888045242143; 1004.0838529182424 -346.1345969093777; 897.3481337162807 -44.03524057731943; -507.6985345774415 -1726.595820735436; 1831.788972510623 -221.9732951856322; 1730.0906503051801 -650.4376424277418; 940.6203587744922 409.31936990889244; -1233.859554862282 1548.0969934226086; 802.7635362517085 -975.9649777788181; 541.5152367826886 -1081.8417912521513; 1859.5265191183285 386.50189113524175; 812.6702491658593 769.2687576804219; -484.1023942348804 1529.5161631740052; 942.9273922812035 -939.4389731879992; 1018.4984554399607 -1423.4057985669365; -1394.5297479774604 -31.509528033696142; -1787.82041524802 -1298.174236359304; 111.36156749348174 -1844.3063731924294; -126.72853935589728 436.97060073283; -1501.7826745193483 366.16446083438314; 268.79942995072633 321.4363345280817; -567.0804562965573 1864.962473571548; 620.9662475913265 134.62856979916842; 653.8379841237388 677.2443287472911; 1363.7050296668172 1580.8555139420573; -504.3721988736056 -1466.7823886185847; 108.23585326731882 -128.15026758699196; 1427.3412794821697 -740.1602693620512; -1210.1663321310975 298.3844320178446; 580.025295728502 928.7088926738952; -951.0948827200955 1183.2533789322247; -214.80852783622822 545.4360944885116; 1036.4397576853958 -894.3198057494924; -1593.8474634027355 -501.9233748144529; 1359.17139285056 472.4275748706482; 119.21775389585127 -1118.204502753612; 1782.0534991566492 -297.80565340195517; 808.9794654024404 652.1052413767661; -1219.705192972055 -242.5803771394235; 1487.5385325192492 1832.6708999763473; 771.9870479576953 1439.4896755696755; -349.7151276078796 158.8698068756762; 2.560479878332444 634.7246156031538; 44.78993854978603 293.43999964351997; -419.1438220777575 430.10785679098126; 647.7124083755148 -1727.290555280265; 1367.238032736076 -697.0751966086027; -1728.304840702275 -137.12101134332102; 1167.7193672782569 243.5282616115478; -1322.6171252779272 -370.4022039424242; -1035.0295858753052 1061.173566790027; -10.285714299859364 1258.0894767746959; 1173.293706722313 1405.6038845875933; 417.2664824035005 -729.4251540189678; -1396.3602680588428 -331.51311025105383; -959.0640933254142 364.1337779163032; -41.05775429271216 9.121555905021069; -5.255271322801036 -983.3518516660021; -215.0521309841497 928.6153156672858; 908.1592327150524 -179.015167000156; 1982.9497394785149 -1361.8789370136014; -980.3375824224925 27.20864330009931; 1206.6449254486665 -1518.3489283642039; 425.5651007118913 -287.23846408388636; -1770.7599166450495 1134.8291961314621; -304.9574247682392 953.3881380025032; -859.1016364116886 17.05376695742393; -757.6985564324907 -1874.9059323733825; 391.1635985879634 -1549.5955563709733; 133.7151011431406 -1614.2573959387692; 1059.893602968375 1147.0184224146315; -1545.2090173480237 128.80966188820412; -236.8904572611043 -301.10929910061486; -1316.3435352455085 1447.5642218450375; 632.848577650002 -312.59140252453267],"Any[-1.7600514410680823e-21, -1.058709928071253e-21, 3.8802584518398467e-22, 1.8840586513134133e-21, 1.0133994386682765e-21, -1.1904224054394059e-21, -1.4915944388813447e-21, 1.5776978148777734e-21, -8.2896771522580675e-22, 3.886437653610569e-21, -5.426944988771628e-21, 1.137371940310886e-21, -1.1722763933924681e-22, 2.5136406148254766e-21, -7.103216992355275e-22, -7.335541407484227e-22, -1.989404873276462e-21, 1.6316577059371052e-21, 2.3890729907080378e-21, -2.8649194915469646e-21, -8.717269706793556e-22, 8.7166696034164e-22, -6.514964821169103e-22, -4.0180464054143335e-22, 4.7288132002719605e-21, -3.645009576937126e-21, 6.890138514785871e-22, -7.48089195622225e-22, 1.9482493490647887e-21, -2.2992647323968336e-21, 9.885823218853512e-22, 3.059296701266354e-22, 1.1543437652236938e-21, 1.6334551333074768e-21, -4.466103692899959e-21, 1.6398112457567057e-21, 2.1500898553070215e-21, -3.3022997889706683e-21, -5.701012089182718e-22, 4.422322895120584e-22, 8.43804321030639e-22, -1.9408590918954494e-22, 3.1306471279491833e-21, -2.433346755136444e-21, -1.3894196477826172e-21, 3.316948284419239e-22, -2.0980031357575222e-22, 9.259229224235865e-22, 8.881211884492243e-22, 4.480597618256624e-22, 3.800099110563769e-22, -2.157533313809899e-21, -8.419648003555691e-22, 7.863484075103298e-22, -1.056266023819199e-21, 4.142556245919664e-22, 1.2574686510621204e-21, -1.3917613234316152e-21, 1.4978512802082902e-21, -2.0963670857757763e-21, 1.7108195053644613e-21, -9.243864839147285e-22, 1.360479306804496e-21, -2.9947257719248625e-22, 4.076939145207776e-23, 1.4399709187328092e-21, -8.841556181708648e-22, -7.400055425763418e-23, -1.4885723328312627e-21, -8.408240310050285e-22, 3.614281594713037e-21, -2.1833617135268632e-21, 2.8041971204490477e-21, 6.19518475800939e-22, -2.5867186803718044e-21, 5.643938953134961e-22, 7.823474025708006e-23, -1.4929046396247917e-21, 2.8191869335125457e-21, -4.31176437509083e-21, 3.338272279287763e-21, -2.4332746065669947e-21, -1.2137952330454136e-22, 8.690102469294773e-22, 5.898273819717761e-22, -1.6318474018313714e-21, -3.892857446562186e-22, 1.448244737230255e-21, -4.1495538383866715e-22, 1.312307560083103e-21, -8.57788822706404e-22, 5.75255293012965e-22, -1.5911060075976173e-22, 1.5708364125673606e-21, -1.2340823664831143e-21, 1.1543790600244088e-21, -2.88177784280995e-21, 3.0466447579086146e-21, 4.623559027630753e-22, -3.832639085242803e-21]"
